crsp_fundno,caldt,dnav,dret
027635,07/01/2009,92.3615000,0.004468
027635,07/02/2009,89.6728000,-0.029111
027635,07/06/2009,89.9045000,0.002584
027635,07/07/2009,88.1362000,-0.019669
027635,07/08/2009,88.0413000,-0.001077
027635,07/09/2009,88.3539000,0.003551
027635,07/10/2009,87.9979000,-0.004029
027635,07/13/2009,90.1985000,0.025007
027635,07/14/2009,90.6766000,0.005301
027635,07/15/2009,93.3627000,0.029623
027635,07/16/2009,94.1719000,0.008667
027635,07/17/2009,94.1344000,-0.000398
027635,07/20/2009,95.2091000,0.011417
027635,07/21/2009,95.5551000,0.003634
027635,07/22/2009,95.5216000,-0.000351
027635,07/23/2009,97.7434000,0.023260
027635,07/24/2009,98.0397000,0.003031
027635,07/27/2009,98.3307000,0.002968
027635,07/28/2009,98.0753000,-0.002597
027635,07/29/2009,97.6405000,-0.004433
027635,07/30/2009,98.8121000,0.011999
027635,07/31/2009,98.8838000,0.000726
027635,08/03/2009,100.3979000,0.015312
027635,08/04/2009,100.7023000,0.003032
027635,08/05/2009,100.4434000,-0.002571
027635,08/06/2009,99.8940000,-0.005470
027635,08/07/2009,101.2341000,0.013415
027635,08/10/2009,100.8991000,-0.003309
027635,08/11/2009,99.6567000,-0.012313
027635,08/12/2009,100.8382000,0.011856
027635,08/13/2009,101.5368000,0.006928
027635,08/14/2009,100.6731000,-0.008506
027635,08/17/2009,98.2587000,-0.023983
027635,08/18/2009,99.2693000,0.010285
027635,08/19/2009,99.9610000,0.006968
027635,08/20/2009,101.0566000,0.010960
027635,08/21/2009,102.9494000,0.018730
027635,08/24/2009,102.8946000,-0.000532
027635,08/25/2009,103.1378000,0.002364
027635,08/26/2009,103.1600000,0.000215
027635,08/27/2009,103.4574000,0.002883
027635,08/28/2009,103.2660000,-0.001850
027635,08/31/2009,102.4395000,-0.008004
027635,09/01/2009,100.1868000,-0.021991
027635,09/02/2009,99.8830000,-0.003032
027635,09/03/2009,100.7386000,0.008566
027635,09/04/2009,102.0595000,0.013112
027635,09/08/2009,102.9741000,0.008961
027635,09/09/2009,103.7767000,0.007794
027635,09/10/2009,104.8538000,0.010379
027635,09/11/2009,104.7340000,-0.001143
027635,09/14/2009,105.3964000,0.006325
027635,09/15/2009,105.7261000,0.003128
027635,09/16/2009,107.3411000,0.015275
027635,09/17/2009,107.0286000,-0.002911
027635,09/18/2009,106.8019000,0.002631
027635,09/21/2009,106.4389000,-0.003399
027635,09/22/2009,107.1418000,0.006604
027635,09/23/2009,106.0629000,-0.010070
027635,09/24/2009,105.0725000,-0.009338
027635,09/25/2009,104.4319000,-0.006097
027635,09/28/2009,106.3099000,0.017983
027635,09/29/2009,106.0752000,-0.002208
027635,09/30/2009,105.7322000,-0.003234
027635,10/01/2009,103.0105000,-0.025741
027635,10/02/2009,102.5501000,-0.004469
027635,10/05/2009,104.0760000,0.014880
027635,10/06/2009,105.5035000,0.013716
027635,10/07/2009,105.8447000,0.003234
027635,10/08/2009,106.6343000,0.007460
027635,10/09/2009,107.2367000,0.005649
027635,10/12/2009,107.7064000,0.004380
027635,10/13/2009,107.4135000,-0.002719
027635,10/14/2009,109.3001000,0.017564
027635,10/15/2009,109.7534000,0.004147
027635,10/16/2009,108.8656000,-0.008089
027635,10/19/2009,109.8873000,0.009385
027635,10/20/2009,109.2048000,-0.006211
027635,10/21/2009,108.2544000,-0.008703
027635,10/22/2009,109.4118000,0.010691
027635,10/23/2009,108.0807000,-0.012166
027635,10/26/2009,106.8163000,-0.011699
027635,10/27/2009,106.4656000,-0.003283
027635,10/28/2009,104.4020000,-0.019383
027635,10/29/2009,106.7580000,0.022567
027635,10/30/2009,103.7673000,-0.028014
027635,11/02/2009,104.4358000,0.006442
027635,11/03/2009,104.6889000,0.002423
027635,11/04/2009,104.8352000,0.001397
027635,11/05/2009,106.8585000,0.019300
027635,11/06/2009,107.1389000,0.002624
027635,11/09/2009,109.5424000,0.022433
027635,11/10/2009,109.5624000,0.000183
027635,11/11/2009,110.1113000,0.005010
027635,11/12/2009,108.9996000,-0.010096
027635,11/13/2009,109.6234000,0.005723
027635,11/16/2009,111.2266000,0.014625
027635,11/17/2009,111.3414000,0.001032
027635,11/18/2009,111.3059000,-0.000319
027635,11/19/2009,109.8165000,-0.013381
027635,11/20/2009,109.4831000,-0.003036
027635,11/23/2009,110.9734000,0.013612
027635,11/24/2009,110.9212000,-0.000470
027635,11/25/2009,111.4327000,0.004611
027635,11/27/2009,109.5451000,-0.016939
027635,11/30/2009,109.9698000,0.003877
027635,12/01/2009,111.2975000,0.012073
027635,12/02/2009,111.3494000,0.000466
027635,12/03/2009,110.4215000,-0.008333
027635,12/04/2009,111.0269000,0.005483
027635,12/07/2009,110.7589000,-0.002414
027635,12/08/2009,109.6417000,-0.010087
027635,12/09/2009,110.0538000,0.003759
027635,12/10/2009,110.7041000,0.005909
027635,12/11/2009,111.1279000,0.003828
027635,12/14/2009,111.9027000,0.006972
027635,12/15/2009,111.2842000,-0.005527
027635,12/16/2009,111.4110000,0.001139
027635,12/17/2009,110.1065000,-0.011709
027635,12/18/2009,110.1549000,0.005800
027635,12/21/2009,111.3145000,0.010527
027635,12/22/2009,111.7143000,0.003592
027635,12/23/2009,111.9948000,0.002511
027635,12/24/2009,112.5823000,0.005246
027635,12/28/2009,112.7269000,0.001284
027635,12/29/2009,112.6031000,-0.001098
027635,12/30/2009,112.6382000,0.000312
027635,12/31/2009,111.5109000,-0.010008
027635,01/04/2010,113.3031000,0.016072
027635,01/05/2010,113.6566000,0.003120
027635,01/06/2010,113.7676000,0.000977
027635,01/07/2010,114.2290000,0.004056
027635,01/08/2010,114.5568000,0.002870
027635,01/11/2010,114.7560000,0.001739
027635,01/12/2010,113.6804000,-0.009373
027635,01/13/2010,114.6365000,0.008410
027635,01/14/2010,114.9167000,0.002444
027635,01/15/2010,113.6773000,-0.010785
027635,01/19/2010,115.0967000,0.012486
027635,01/20/2010,113.8949000,-0.010442
027635,01/21/2010,111.7424000,-0.018899
027635,01/22/2010,109.2705000,-0.022121
027635,01/25/2010,109.7769000,0.004634
027635,01/26/2010,109.3169000,-0.004190
027635,01/27/2010,109.8540000,0.004913
027635,01/28/2010,108.5666000,-0.011719
027635,01/29/2010,107.5010000,-0.009815
027635,02/01/2010,109.0319000,0.014241
027635,02/02/2010,110.4448000,0.012959
027635,02/03/2010,109.8777000,-0.005135
027635,02/04/2010,106.4640000,-0.031068
027635,02/05/2010,106.7712000,0.002885
027635,02/08/2010,105.8627000,-0.008509
027635,02/09/2010,107.2434000,0.013042
027635,02/10/2010,107.0319000,-0.001972
027635,02/11/2010,108.0799000,0.009791
027635,02/12/2010,107.8060000,-0.002534
027635,02/16/2010,109.7582000,0.018108
027635,02/17/2010,110.2405000,0.004394
027635,02/18/2010,110.9729000,0.006644
027635,02/19/2010,111.2307000,0.002323
027635,02/22/2010,111.1164000,-0.001028
027635,02/23/2010,109.7762000,-0.012061
027635,02/24/2010,110.8605000,0.009877
027635,02/25/2010,110.6579000,-0.001828
027635,02/26/2010,110.8166000,0.001434
027635,03/01/2010,111.9405000,0.010142
027635,03/02/2010,112.1998000,0.002316
027635,03/03/2010,112.2643000,0.000575
027635,03/04/2010,112.6849000,0.003747
027635,03/05/2010,114.2603000,0.013981
027635,03/08/2010,114.2604000,0.000001
027635,03/09/2010,114.4605000,0.001751
027635,03/10/2010,114.9911000,0.004636
027635,03/11/2010,115.4925000,0.004360
027635,03/12/2010,115.4680000,-0.000212
027635,03/15/2010,115.5219000,0.000467
027635,03/16/2010,116.4182000,0.007759
027635,03/17/2010,117.0943000,0.005808
027635,03/18/2010,117.0575000,-0.000314
027635,03/19/2010,115.9826000,-0.005079
027635,03/22/2010,116.5764000,0.005120
027635,03/23/2010,117.4257000,0.007285
027635,03/24/2010,116.7815000,-0.005486
027635,03/25/2010,116.5825000,-0.001704
027635,03/26/2010,116.6680000,0.000733
027635,03/29/2010,117.3520000,0.005863
027635,03/30/2010,117.3704000,0.000157
027635,03/31/2010,116.9874000,-0.003263
027635,04/01/2010,117.8577000,0.007439
027635,04/05/2010,118.7954000,0.007956
027635,04/06/2010,118.9953000,0.001683
027635,04/07/2010,118.3489000,-0.005432
027635,04/08/2010,118.7517000,0.003403
027635,04/09/2010,119.5440000,0.006672
027635,04/12/2010,119.7569000,0.001781
027635,04/13/2010,119.8476000,0.000757
027635,04/14/2010,121.1840000,0.011151
027635,04/15/2010,121.2853000,0.000836
027635,04/16/2010,119.3307000,-0.016116
027635,04/19/2010,119.8708000,0.004526
027635,04/20/2010,120.8366000,0.008057
027635,04/21/2010,120.7152000,-0.001005
027635,04/22/2010,120.9963000,0.002329
027635,04/23/2010,121.8559000,0.007104
027635,04/26/2010,121.3343000,-0.004280
027635,04/27/2010,118.5007000,-0.023354
027635,04/28/2010,119.2866000,0.006632
027635,04/29/2010,120.8377000,0.013003
027635,04/30/2010,118.8293000,-0.016621
027635,05/03/2010,120.3860000,0.013100
027635,05/04/2010,117.5205000,-0.023803
027635,05/05/2010,116.7890000,-0.006224
027635,05/06/2010,113.0320000,-0.032169
027635,05/07/2010,111.3051000,-0.015278
027635,05/10/2010,116.1925000,0.043910
027635,05/11/2010,115.8220000,-0.003189
027635,05/12/2010,117.4493000,0.014050
027635,05/13/2010,116.0334000,-0.012055
027635,05/14/2010,113.8582000,-0.018746
027635,05/17/2010,114.0056000,0.001295
027635,05/18/2010,112.4110000,-0.013987
027635,05/19/2010,111.8468000,-0.005019
027635,05/20/2010,107.5114000,-0.038762
027635,05/21/2010,109.1233000,0.014993
027635,05/24/2010,107.7210000,-0.012851
027635,05/25/2010,107.7587000,0.000350
027635,05/26/2010,107.1712000,-0.005452
027635,05/27/2010,110.7207000,0.033120
027635,05/28/2010,109.3577000,-0.012310
027635,06/01/2010,107.4923000,-0.017058
027635,06/02/2010,110.2761000,0.025898
027635,06/03/2010,110.7255000,0.004075
027635,06/04/2010,106.9334000,-0.034248
027635,06/07/2010,105.4985000,-0.013419
027635,06/08/2010,106.6665000,0.011071
027635,06/09/2010,106.0418000,-0.005857
027635,06/10/2010,109.1567000,0.029374
027635,06/11/2010,109.6711000,0.004712
027635,06/14/2010,109.4761000,-0.001778
027635,06/15/2010,112.0367000,0.023390
027635,06/16/2010,111.9770000,-0.000533
027635,06/17/2010,112.1343000,0.001405
027635,06/18/2010,111.7499000,0.001310
027635,06/21/2010,111.3192000,-0.003854
027635,06/22/2010,109.5460000,-0.015929
027635,06/23/2010,109.2209000,-0.002968
027635,06/24/2010,107.3995000,-0.016676
027635,06/25/2010,107.7055000,0.002849
027635,06/28/2010,107.5077000,-0.001836
027635,06/29/2010,104.1792000,-0.030961
027635,06/30/2010,103.1379000,-0.009995
027635,07/01/2010,102.8123000,-0.003157
027635,07/02/2010,102.3362000,-0.004631
027635,07/06/2010,102.8838000,0.005351
027635,07/07/2010,106.1539000,0.031784
027635,07/08/2010,107.1544000,0.009425
027635,07/09/2010,107.9246000,0.007188
027635,07/12/2010,108.0063000,0.000757
027635,07/13/2010,109.6733000,0.015434
027635,07/14/2010,109.6583000,-0.000137
027635,07/15/2010,109.7886000,0.001188
027635,07/16/2010,106.6311000,-0.028760
027635,07/19/2010,107.2695000,0.005987
027635,07/20/2010,108.4940000,0.011415
027635,07/21/2010,107.1209000,-0.012656
027635,07/22/2010,109.5302000,0.022491
027635,07/23/2010,110.4285000,0.008201
027635,07/26/2010,111.6632000,0.011181
027635,07/27/2010,111.5461000,-0.001049
027635,07/28/2010,110.7819000,-0.006851
027635,07/29/2010,110.3394000,-0.003994
027635,07/30/2010,110.3456000,0.000056
027635,08/02/2010,112.7704000,0.021975
027635,08/03/2010,112.2332000,-0.004764
027635,08/04/2010,112.9493000,0.006380
027635,08/05/2010,112.8118000,-0.001217
027635,08/06/2010,112.4067000,-0.003591
027635,08/09/2010,113.0231000,0.005484
027635,08/10/2010,112.3530000,-0.005929
027635,08/11/2010,109.2504000,-0.027615
027635,08/12/2010,108.6799000,-0.005222
027635,08/13/2010,108.2467000,-0.003986
027635,08/16/2010,108.2651000,0.000170
027635,08/17/2010,109.6113000,0.012434
027635,08/18/2010,109.7882000,0.001614
027635,08/19/2010,107.9382000,-0.016851
027635,08/20/2010,107.5439000,-0.003653
027635,08/23/2010,107.1126000,-0.004010
027635,08/24/2010,105.5666000,-0.014433
027635,08/25/2010,105.9239000,0.003385
027635,08/26/2010,105.1164000,-0.007623
027635,08/27/2010,106.8798000,0.016776
027635,08/30/2010,105.3350000,-0.014454
027635,08/31/2010,105.3804000,0.000431
027635,09/01/2010,108.4896000,0.029505
027635,09/02/2010,109.4784000,0.009114
027635,09/03/2010,110.9214000,0.013181
027635,09/07/2010,109.6608000,-0.011365
027635,09/08/2010,110.3880000,0.006631
027635,09/09/2010,110.9195000,0.004815
027635,09/10/2010,111.4577000,0.004852
027635,09/13/2010,112.7319000,0.011432
027635,09/14/2010,112.6517000,-0.000711
027635,09/15/2010,113.0505000,0.003540
027635,09/16/2010,113.0278000,-0.000201
027635,09/17/2010,112.5187000,0.000823
027635,09/20/2010,114.2308000,0.015216
027635,09/21/2010,113.9402000,-0.002544
027635,09/22/2010,113.4044000,-0.004702
027635,09/23/2010,112.4627000,-0.008304
027635,09/24/2010,114.8449000,0.021182
027635,09/27/2010,114.1959000,-0.005651
027635,09/28/2010,114.7695000,0.005023
027635,09/29/2010,114.4854000,-0.002475
027635,09/30/2010,114.1336000,-0.003073
027635,10/01/2010,114.6384000,0.004423
027635,10/04/2010,113.7261000,-0.007958
027635,10/05/2010,116.0944000,0.020825
027635,10/06/2010,116.0750000,-0.000167
027635,10/07/2010,115.8844000,-0.001642
027635,10/08/2010,116.5915000,0.006102
027635,10/11/2010,116.6087000,0.000148
027635,10/12/2010,117.0531000,0.003811
027635,10/13/2010,117.8975000,0.007214
027635,10/14/2010,117.4692000,-0.003633
027635,10/15/2010,117.7058000,0.002014
027635,10/18/2010,118.5590000,0.007249
027635,10/19/2010,116.6777000,-0.015868
027635,10/20/2010,117.9218000,0.010663
027635,10/21/2010,118.1374000,0.001828
027635,10/22/2010,118.4179000,0.002374
027635,10/25/2010,118.6731000,0.002155
027635,10/26/2010,118.6742000,0.000009
027635,10/27/2010,118.3704000,-0.002560
027635,10/28/2010,118.5133000,0.001207
027635,10/29/2010,118.4604000,-0.000446
027635,11/01/2010,118.5727000,0.000948
027635,11/02/2010,119.4910000,0.007745
027635,11/03/2010,119.9517000,0.003856
027635,11/04/2010,122.2803000,0.019413
027635,11/05/2010,122.7668000,0.003979
027635,11/08/2010,122.5231000,-0.001985
027635,11/09/2010,121.5776000,-0.007717
027635,11/10/2010,122.1327000,0.004566
027635,11/11/2010,121.6153000,-0.004236
027635,11/12/2010,120.1885000,-0.011732
027635,11/15/2010,120.0500000,-0.001152
027635,11/16/2010,118.1427000,-0.015888
027635,11/17/2010,118.1869000,0.000374
027635,11/18/2010,119.9968000,0.015314
027635,11/19/2010,120.3062000,0.002578
027635,11/22/2010,120.1238000,-0.001516
027635,11/23/2010,118.4182000,-0.014199
027635,11/24/2010,120.1847000,0.014917
027635,11/26/2010,119.3181000,-0.007211
027635,11/29/2010,119.1870000,-0.001099
027635,11/30/2010,118.4726000,-0.005994
027635,12/01/2010,121.0400000,0.021671
027635,12/02/2010,122.5868000,0.012779
027635,12/03/2010,122.9125000,0.002657
027635,12/06/2010,122.7579000,-0.001258
027635,12/07/2010,122.8223000,0.000525
027635,12/08/2010,123.3067000,0.003944
027635,12/09/2010,123.7877000,0.003901
027635,12/10/2010,124.5259000,0.005963
027635,12/13/2010,124.5513000,0.000204
027635,12/14/2010,124.6656000,0.000918
027635,12/15/2010,124.0322000,-0.005081
027635,12/16/2010,124.7990000,0.006182
027635,12/17/2010,124.2498000,0.000830
027635,12/20/2010,124.5691000,0.002570
027635,12/21/2010,125.3389000,0.006180
027635,12/22/2010,125.7803000,0.003522
027635,12/23/2010,125.5815000,-0.001581
027635,12/27/2010,125.6581000,0.000610
027635,12/28/2010,125.7562000,0.000781
027635,12/29/2010,125.9051000,0.001184
027635,12/30/2010,125.7182000,-0.001484
027635,12/31/2010,125.6937000,-0.000195
027635,01/03/2011,127.1195000,0.011343
027635,01/04/2011,126.9544000,-0.001299
027635,01/05/2011,127.6095000,0.005160
027635,01/06/2011,127.3870000,-0.001744
027635,01/07/2011,127.1514000,-0.001849
027635,01/10/2011,126.9762000,-0.001378
027635,01/11/2011,127.4484000,0.003719
027635,01/12/2011,128.6080000,0.009099
027635,01/13/2011,128.3882000,-0.001709
027635,01/14/2011,129.3383000,0.007400
027635,01/18/2011,129.5185000,0.001393
027635,01/19/2011,128.2265000,-0.009975
027635,01/20/2011,128.0604000,-0.001295
027635,01/21/2011,128.3713000,0.002428
027635,01/24/2011,129.1247000,0.005869
027635,01/25/2011,129.1625000,0.000293
027635,01/26/2011,129.7111000,0.004247
027635,01/27/2011,130.0077000,0.002287
027635,01/28/2011,127.6924000,-0.017809
027635,01/31/2011,128.6690000,0.007648
027635,02/01/2011,130.8147000,0.016676
027635,02/02/2011,130.4817000,-0.002546
027635,02/03/2011,130.8067000,0.002491
027635,02/04/2011,131.1841000,0.002885
027635,02/07/2011,132.0032000,0.006244
027635,02/08/2011,132.5958000,0.004489
027635,02/09/2011,132.2426000,-0.002664
027635,02/10/2011,132.3532000,0.000836
027635,02/11/2011,133.0981000,0.005628
027635,02/14/2011,133.4418000,0.002582
027635,02/15/2011,133.0269000,-0.003109
027635,02/16/2011,133.8805000,0.006417
027635,02/17/2011,134.3021000,0.003149
027635,02/18/2011,134.5599000,0.001920
027635,02/22/2011,131.8066000,-0.020462
027635,02/23/2011,131.0085000,-0.006055
027635,02/24/2011,130.9101000,-0.000751
027635,02/25/2011,132.3207000,0.010775
027635,02/28/2011,133.0610000,0.005595
027635,03/01/2011,130.9741000,-0.015684
027635,03/02/2011,131.2061000,0.001771
027635,03/03/2011,133.4624000,0.017197
027635,03/04/2011,132.4810000,-0.007353
027635,03/07/2011,131.3840000,-0.008280
027635,03/08/2011,132.5762000,0.009074
027635,03/09/2011,132.4162000,-0.001207
027635,03/10/2011,129.9263000,-0.018804
027635,03/11/2011,130.8817000,0.007353
027635,03/14/2011,130.0974000,-0.005992
027635,03/15/2011,128.6470000,-0.011149
027635,03/16/2011,126.1533000,-0.019384
027635,03/17/2011,127.8392000,0.013364
027635,03/18/2011,127.8335000,0.004284
027635,03/21/2011,129.7501000,0.014993
027635,03/22/2011,129.3050000,-0.003430
027635,03/23/2011,129.6829000,0.002923
027635,03/24/2011,130.8931000,0.009332
027635,03/25/2011,131.3058000,0.003153
027635,03/28/2011,130.9449000,-0.002749
027635,03/29/2011,131.8962000,0.007265
027635,03/30/2011,132.7917000,0.006789
027635,03/31/2011,132.5487000,-0.001830
027635,04/01/2011,133.2083000,0.004976
027635,04/04/2011,133.2708000,0.000469
027635,04/05/2011,133.2477000,-0.000173
027635,04/06/2011,133.5931000,0.002592
027635,04/07/2011,133.3951000,-0.001482
027635,04/08/2011,132.8604000,-0.004008
027635,04/11/2011,132.4919000,-0.002774
027635,04/12/2011,131.4638000,-0.007760
027635,04/13/2011,131.5019000,0.000290
027635,04/14/2011,131.5144000,0.000095
027635,04/15/2011,132.0287000,0.003911
027635,04/18/2011,130.5770000,-0.010995
027635,04/19/2011,131.3281000,0.005752
027635,04/20/2011,133.1036000,0.013520
027635,04/21/2011,133.8075000,0.005288
027635,04/25/2011,133.5945000,-0.001592
027635,04/26/2011,134.7939000,0.008978
027635,04/27/2011,135.6577000,0.006408
027635,04/28/2011,136.1494000,0.003625
027635,04/29/2011,136.4619000,0.002295
027635,05/02/2011,136.2224000,-0.001755
027635,05/03/2011,135.7631000,-0.003372
027635,05/04/2011,134.8577000,-0.006669
027635,05/05/2011,133.6429000,-0.009008
027635,05/06/2011,134.1673000,0.003924
027635,05/09/2011,134.7771000,0.004545
027635,05/10/2011,135.8649000,0.008071
027635,05/11/2011,134.4321000,-0.010546
027635,05/12/2011,135.1032000,0.004992
027635,05/13/2011,134.0205000,-0.008014
027635,05/16/2011,133.1992000,-0.006128
027635,05/17/2011,133.1835000,-0.000118
027635,05/18/2011,134.3758000,0.008952
027635,05/19/2011,134.6788000,0.002255
027635,05/20/2011,133.6459000,-0.007669
027635,05/23/2011,132.0606000,-0.011862
027635,05/24/2011,131.9532000,-0.000813
027635,05/25/2011,132.3807000,0.003240
027635,05/26/2011,132.9338000,0.004178
027635,05/27/2011,133.4995000,0.004256
027635,05/31/2011,134.9094000,0.010561
027635,06/01/2011,131.8608000,-0.022597
027635,06/02/2011,131.7068000,-0.001168
027635,06/03/2011,130.4363000,-0.009646
027635,06/06/2011,129.0408000,-0.010699
027635,06/07/2011,128.9230000,-0.000913
027635,06/08/2011,128.4133000,-0.003954
027635,06/09/2011,129.3567000,0.007347
027635,06/10/2011,127.5574000,-0.013910
027635,06/13/2011,127.6850000,0.001000
027635,06/14/2011,129.2942000,0.012603
027635,06/15/2011,127.0539000,-0.017327
027635,06/16/2011,127.2969000,0.001913
027635,06/17/2011,127.0549000,0.003029
027635,06/20/2011,127.7407000,0.005398
027635,06/21/2011,129.4684000,0.013525
027635,06/22/2011,128.6365000,-0.006426
027635,06/23/2011,128.2726000,-0.002829
027635,06/24/2011,126.7682000,-0.011728
027635,06/27/2011,127.9317000,0.009178
027635,06/28/2011,129.6154000,0.013161
027635,06/29/2011,130.7046000,0.008403
027635,06/30/2011,132.0263000,0.010112
027635,07/01/2011,133.9418000,0.014508
027635,07/05/2011,133.7675000,-0.001301
027635,07/06/2011,133.9518000,0.001378
027635,07/07/2011,135.3568000,0.010489
027635,07/08/2011,134.4151000,-0.006957
027635,07/11/2011,131.9884000,-0.018054
027635,07/12/2011,131.4046000,-0.004423
027635,07/13/2011,131.8240000,0.003192
027635,07/14/2011,130.9414000,-0.006695
027635,07/15/2011,131.6672000,0.005543
027635,07/18/2011,130.6025000,-0.008086
027635,07/19/2011,132.7288000,0.016281
027635,07/20/2011,132.6587000,-0.000528
027635,07/21/2011,134.4636000,0.013606
027635,07/22/2011,134.5871000,0.000918
027635,07/25/2011,133.8300000,-0.005625
027635,07/26/2011,133.2812000,-0.004101
027635,07/27/2011,130.5846000,-0.020232
027635,07/28/2011,130.1750000,-0.003137
027635,07/29/2011,129.3364000,-0.006442
027635,08/01/2011,128.8024000,-0.004129
027635,08/02/2011,125.5160000,-0.025515
027635,08/03/2011,126.1894000,0.005365
027635,08/04/2011,120.1739000,-0.047670
027635,08/05/2011,120.1049000,-0.000574
027635,08/08/2011,112.1382000,-0.066331
027635,08/09/2011,117.4425000,0.047301
027635,08/10/2011,112.3173000,-0.043640
027635,08/11/2011,117.5200000,0.046321
027635,08/12/2011,118.1377000,0.005256
027635,08/15/2011,120.7111000,0.021783
027635,08/16/2011,119.5607000,-0.009530
027635,08/17/2011,119.7063000,0.001218
027635,08/18/2011,114.3961000,-0.044360
027635,08/19/2011,112.6850000,-0.014958
027635,08/22/2011,112.7141000,0.000258
027635,08/23/2011,116.5642000,0.034158
027635,08/24/2011,118.1034000,0.013205
027635,08/25/2011,116.2746000,-0.015485
027635,08/26/2011,118.0423000,0.015203
027635,08/29/2011,121.3818000,0.028291
027635,08/30/2011,121.6934000,0.002567
027635,08/31/2011,122.3040000,0.005018
027635,09/01/2011,120.8682000,-0.011740
027635,09/02/2011,117.8301000,-0.025136
027635,09/06/2011,116.9608000,-0.007378
027635,09/07/2011,120.3239000,0.028754
027635,09/08/2011,119.0560000,-0.010537
027635,09/09/2011,115.8938000,-0.026561
027635,09/12/2011,116.7040000,0.006991
027635,09/13/2011,117.8044000,0.009429
027635,09/14/2011,119.3837000,0.013406
027635,09/15/2011,121.4467000,0.017280
027635,09/16/2011,121.5125000,0.005688
027635,09/19/2011,120.3223000,-0.009795
027635,09/20/2011,120.1259000,-0.001632
027635,09/21/2011,116.6008000,-0.029345
027635,09/22/2011,112.8855000,-0.031863
027635,09/23/2011,113.5865000,0.006210
027635,09/26/2011,116.2348000,0.023315
027635,09/27/2011,117.4775000,0.010691
027635,09/28/2011,115.0798000,-0.020410
027635,09/29/2011,116.0187000,0.008159
027635,09/30/2011,113.1248000,-0.024943
027635,10/03/2011,109.9140000,-0.028383
027635,10/04/2011,112.3971000,0.022591
027635,10/05/2011,114.4603000,0.018356
027635,10/06/2011,116.5617000,0.018359
027635,10/07/2011,115.6147000,-0.008124
027635,10/10/2011,119.5516000,0.034052
027635,10/11/2011,119.6181000,0.000556
027635,10/12/2011,120.8067000,0.009937
027635,10/13/2011,120.4575000,-0.002891
027635,10/14/2011,122.5455000,0.017334
027635,10/17/2011,120.1792000,-0.019310
027635,10/18/2011,122.6284000,0.020380
027635,10/19/2011,121.0990000,-0.012472
027635,10/20/2011,121.6525000,0.004571
027635,10/21/2011,123.9370000,0.018779
027635,10/24/2011,125.5302000,0.012855
027635,10/25/2011,123.0186000,-0.020008
027635,10/26/2011,124.3120000,0.010514
027635,10/27/2011,128.5716000,0.034265
027635,10/28/2011,128.6238000,0.000406
027635,10/31/2011,125.4495000,-0.024679
027635,11/01/2011,121.9563000,-0.027845
027635,11/02/2011,123.9264000,0.016154
027635,11/03/2011,126.2722000,0.018929
027635,11/04/2011,125.4810000,-0.006266
027635,11/07/2011,126.2784000,0.006355
027635,11/08/2011,127.8319000,0.012302
027635,11/09/2011,123.1698000,-0.036471
027635,11/10/2011,124.2436000,0.008718
027635,11/11/2011,126.6553000,0.019411
027635,11/14/2011,125.4653000,-0.009396
027635,11/15/2011,126.0922000,0.004997
027635,11/16/2011,124.0413000,-0.016265
027635,11/17/2011,121.9680000,-0.016715
027635,11/18/2011,121.9279000,-0.000329
027635,11/21/2011,119.6703000,-0.018516
027635,11/22/2011,119.1865000,-0.004043
027635,11/23/2011,116.5703000,-0.021950
027635,11/25/2011,116.2759000,-0.002526
027635,11/28/2011,119.6733000,0.029218
027635,11/29/2011,119.9795000,0.002559
027635,11/30/2011,125.1645000,0.043216
027635,12/01/2011,124.9308000,-0.001867
027635,12/02/2011,124.9055000,-0.000203
027635,12/05/2011,126.1889000,0.010275
027635,12/06/2011,126.3293000,0.001113
027635,12/07/2011,126.6187000,0.002291
027635,12/08/2011,123.9600000,-0.020998
027635,12/09/2011,126.0395000,0.016776
027635,12/12/2011,124.1767000,-0.014779
027635,12/13/2011,123.1280000,-0.008445
027635,12/14/2011,121.7531000,-0.011166
027635,12/15/2011,122.1563000,0.003312
027635,12/16/2011,121.7780000,0.003208
027635,12/19/2011,120.3514000,-0.011715
027635,12/20/2011,123.9587000,0.029973
027635,12/21/2011,124.2017000,0.001960
027635,12/22/2011,125.2590000,0.008513
027635,12/23/2011,126.3902000,0.009031
027635,12/27/2011,126.4017000,0.000091
027635,12/28/2011,124.8534000,-0.012249
027635,12/29/2011,126.1916000,0.010718
027635,12/30/2011,125.6581000,-0.004228
027635,01/03/2012,127.6029000,0.015477
027635,01/04/2012,127.6534000,0.000396
027635,01/05/2012,128.0283000,0.002937
027635,01/06/2012,127.7512000,-0.002164
027635,01/09/2012,128.0423000,0.002279
027635,01/10/2012,129.1801000,0.008886
027635,01/11/2012,129.2330000,0.000410
027635,01/12/2012,129.5389000,0.002367
027635,01/13/2012,128.8974000,-0.004952
027635,01/17/2012,129.3545000,0.003546
027635,01/18/2012,130.8093000,0.011247
027635,01/19/2012,131.4579000,0.004958
027635,01/20/2012,131.5478000,0.000684
027635,01/23/2012,131.6115000,0.000484
027635,01/24/2012,131.4801000,-0.000998
027635,01/25/2012,132.6184000,0.008658
027635,01/26/2012,131.8639000,-0.005689
027635,01/27/2012,131.6599000,-0.001547
027635,01/30/2012,131.3330000,-0.002483
027635,01/31/2012,131.2732000,-0.000455
